SNP	SNP
ID	SNP
CHR	CHR
CHROM	CHR
#CHROM	CHR
BP	BP
POS	BP
A1	A1
EA	A1
A2	A2
NEA	A2
OR	OR
BETA	BETA
SE	SE
P	P
PVAL	P
INFO	INFO
IMPINFO	INFO
NCAS	N_CAS
NCON	N_CON
Nca	N_CAS
Nco	N_CON
NEFF	NEFF
NEFFDIV2	NEFFDIV2
Neff_half	NEFFDIV2
HETI	HET_I2
HetISqt	HET_I2
HETPVAL	HET_P
HetPVa	HET_P
Direction	DIRE
HRC_FRQ_A1	FRQ
