"contrast","case_label","control_label","model","score","method","score_disorder","threshold","threshold_numeric","n","n_case","n_control","AUC","mean_case","mean_control","mean_diff","cohen_d","beta","se","z","p","OR","OR_low","OR_high","q_fdr_all","q_fdr_within_contrast_model","exploratory_best_internal"
"MDD_vs_Control","MDD","Control","unadjusted","BPD_BIP_2024.EUR_pgs_a0.5_b5e-08","GraphPred_score","BPD","GraphPred",NA,79,39,40,0.525641025641026,-0.516384808974359,-0.51983934525,0.00345453627564096,0.0114107144147451,0.0116062793034346,0.225983281170277,0.0513590175491316,0.959039440907447,1.01167389349293,0.649650370861308,1.57543828600945,0.963052158233419,0.959039440907447,FALSE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","BPD_BIP_2024.EUR_pgs_a0.5_b5e-08","GraphPred_score","BPD","GraphPred",NA,79,39,40,0.525641025641026,-0.516384808974359,-0.51983934525,0.00345453627564096,0.0114107144147451,0.0539393338773545,0.237905217468471,0.226726149393941,0.820636692284566,1.05542057193901,0.662089263930617,1.68242055015227,0.883196440126887,0.928489749594865,FALSE
"MDD_vs_Control","MDD","Control","unadjusted","MDD_MDD_2025_pgs_a0.5_b2e-08","GraphPred_score","MDD","GraphPred",NA,79,39,40,0.547435897435897,-0.0561060261538462,-0.10090078925,0.0447947630961538,0.267444368648861,0.284688326600934,0.240895868488641,1.1817899924438,0.23728903966168,1.32934764125026,0.82905599935743,2.13153894630433,0.377459244638186,0.959039440907447,FALSE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","MDD_MDD_2025_pgs_a0.5_b2e-08","GraphPred_score","MDD","GraphPred",NA,79,39,40,0.547435897435897,-0.0561060261538462,-0.10090078925,0.0447947630961538,0.267444368648861,0.310283824673655,0.249215324039468,1.24504312031998,0.21311590032792,1.36381214274179,0.836793284897547,2.22275153763653,0.352743559163454,0.928489749594865,FALSE
"MDD_vs_Control","MDD","Control","unadjusted","SCZD_SCZ_2022.EUR_pgs_a0.5_b2e-07","GraphPred_score","SCZD","GraphPred",NA,79,39,40,0.527564102564103,-1.16731276153846,-1.2139170125,0.0466042509615385,0.0729478605069568,0.0754097434943019,0.229958951810137,0.327926975230618,0.742966877218046,1.07832589739827,0.687076388139691,1.69236894335448,0.837834959515216,0.959039440907447,FALSE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","SCZD_SCZ_2022.EUR_pgs_a0.5_b2e-07","GraphPred_score","SCZD","GraphPred",NA,79,39,40,0.527564102564103,-1.16731276153846,-1.2139170125,0.0466042509615385,0.0729478605069568,0.117198324756404,0.239182349528611,0.489995708242613,0.624136935791684,1.12434239251139,0.703562137347002,1.79677920185571,0.765915479472317,0.928489749594865,FALSE
"MDD_vs_Control","MDD","Control","unadjusted","PRSice_BPD_Pt_5e-08","PRSice","BPD","5e-08",5e-08,79,39,40,0.530128205128205,-0.211071064260769,-0.2024821965925,-0.00858886766826925,-0.0125344339049045,-0.0115236416580096,0.204261621603635,-0.0564160881889549,0.955010340845169,0.988542501187908,0.662406131143128,1.4752524632712,0.963035637827061,0.959039440907447,TRUE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","PRSice_BPD_Pt_5e-08","PRSice","BPD","5e-08",5e-08,79,39,40,0.530128205128205,-0.211071064260769,-0.2024821965925,-0.00858886766826925,-0.0125344339049045,0.0359989181731384,0.214290873937523,0.167990906526584,0.866590432955207,1.03665472500939,0.681123802129993,1.57776459363726,0.908217047638645,0.928489749594865,TRUE
"MDD_vs_Control","MDD","Control","unadjusted","PRSice_BPD_Pt_1e-06","PRSice","BPD","1e-06",1e-06,79,39,40,0.457051282051282,-1.00804435578462,-0.8288768435575,-0.179167512227115,-0.196728829312539,-0.188423595368645,0.214923990663094,-0.876698756557197,0.380650282337066,0.828263784210236,0.543527694939715,1.26216364432055,0.516135976050259,0.959039440907447,FALSE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","PRSice_BPD_Pt_1e-06","PRSice","BPD","1e-06",1e-06,79,39,40,0.457051282051282,-1.00804435578462,-0.8288768435575,-0.179167512227115,-0.196728829312539,-0.155883693672333,0.225872682256656,-0.690139649093131,0.490106371388341,0.85565870310542,0.549583725034344,1.33219340902844,0.63581367099028,0.928489749594865,FALSE
"MDD_vs_Control","MDD","Control","unadjusted","PRSice_BPD_Pt_0.0001","PRSice","BPD","0.0001",1e-04,79,39,40,0.415384615384615,1.67919430610256,2.07515523148,-0.395960925377436,-0.28528725313342,-0.287781280845923,0.228619569776229,-1.25877798268801,0.208110535059889,0.749925597395136,0.479085769736751,1.17387832649981,0.349276422478136,0.959039440907447,FALSE
