"contrast","case_label","control_label","model","score","method","score_disorder","threshold","threshold_numeric","n","n_case","n_control","AUC","mean_case","mean_control","mean_diff","cohen_d","beta","se","z","p","OR","OR_low","OR_high","q_fdr_all","q_fdr_within_contrast_model","exploratory_best_internal"
"CaseUnion_vs_Control","MDD+Bipolar","Control","adjusted_sex_PC1_PC5","PRSice_MDD_Pt_0.0001","PRSice","MDD","0.0001",1e-04,119,79,40,0.614240506329114,0.628306068863291,0.3470188164475,0.281287252415791,0.346409590188132,0.381901540622892,0.215786514755219,1.76981189513213,0.0767584816501951,1.46506782836556,0.959790710390931,2.23634561001066,0.187247902156007,0.383792408250976,TRUE
"CaseUnion_vs_Control","MDD+Bipolar","Control","adjusted_sex_PC1_PC5","PRSice_SCZD_Pt_0.1","PRSice","SCZD","0.1",0.1,119,79,40,0.617088607594937,-13.1350506404658,-16.26991523125,3.13486459078418,0.457310443823775,0.556982035797695,0.225846772561906,2.46619435593228,0.0136557215581383,1.74539699800293,1.12111347054469,2.71730806976887,0.128136482967228,0.255209984958871,TRUE
"CaseUnion_vs_Control","MDD+Bipolar","Control","unadjusted","PRSice_BPD_Pt_5e-08","PRSice","BPD","5e-08",5e-08,119,79,40,0.582911392405063,-0.0718781861489873,-0.2024821965925,0.130604010443513,0.212874483862399,0.209977722253239,0.19216038445927,1.09272118102858,0.274516237069489,1.23365057669547,0.846490219698788,1.79788698081192,0.414364131425644,0.457527061782482,TRUE
"CaseUnion_vs_Control","MDD+Bipolar","Control","unadjusted","PRSice_MDD_Pt_0.0001","PRSice","MDD","0.0001",1e-04,119,79,40,0.614240506329114,0.628306068863291,0.3470188164475,0.281287252415791,0.346409590188132,0.362110105957715,0.206559666614384,1.75305330364286,0.079592857920715,1.4363570847264,0.958153925032294,2.1532257197341,0.191022859009716,0.420514186939539,TRUE
"CaseUnion_vs_Control","MDD+Bipolar","Control","unadjusted","PRSice_SCZD_Pt_0.1","PRSice","SCZD","0.1",0.1,119,79,40,0.617088607594937,-13.1350506404658,-16.26991523125,3.13486459078418,0.457310443823775,0.479760721212547,0.211016567715982,2.27356897330584,0.022991914712832,1.61568775612945,1.06840645981759,2.44330881877323,0.139136601848771,0.302537099016206,TRUE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","PRSice_BPD_Pt_5e-08","PRSice","BPD","5e-08",5e-08,79,39,40,0.530128205128205,-0.211071064260769,-0.2024821965925,-0.00858886766826925,-0.0125344339049045,0.0359989181731384,0.214290873937523,0.167990906526584,0.866590432955207,1.03665472500939,0.681123802129993,1.57776459363726,0.908217047638645,0.928489749594865,TRUE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","PRSice_MDD_Pt_5e-08","PRSice","MDD","5e-08",5e-08,79,39,40,0.553205128205128,-0.0281394463953846,-0.0831602277,0.0550207813046154,0.11144137854733,0.17057252643617,0.222585761825405,0.766322720003834,0.443484302810026,1.18598366398322,0.766672492582194,1.83462595155554,0.588045484388985,0.928489749594865,TRUE
"MDD_vs_Control","MDD","Control","adjusted_sex_PC1_PC5","PRSice_SCZD_Pt_0.1","PRSice","SCZD","0.1",0.1,79,39,40,0.566025641025641,-14.3500236780462,-16.26991523125,1.91989155320385,0.278589930102523,0.365436933804536,0.24884401669339,1.46853815759936,0.141958099273052,1.44114355494041,0.884885218571853,2.34707813212006,0.27475761149623,0.928489749594865,TRUE
"MDD_vs_Control","MDD","Control","unadjusted","PRSice_BPD_Pt_5e-08","PRSice","BPD","5e-08",5e-08,79,39,40,0.530128205128205,-0.211071064260769,-0.2024821965925,-0.00858886766826925,-0.0125344339049045,-0.0115236416580096,0.204261621603635,-0.0564160881889549,0.955010340845169,0.988542501187908,0.662406131143128,1.4752524632712,0.963035637827061,0.959039440907447,TRUE
"MDD_vs_Control","MDD","Control","unadjusted","PRSice_MDD_Pt_5e-08","PRSice","MDD","5e-08",5e-08,79,39,40,0.553205128205128,-0.0281394463953846,-0.0831602277,0.0550207813046154,0.11144137854733,0.0997711117510268,0.199527443846319,0.500037036648817,0.617048999053709,1.10491798638704,0.747289455565375,1.63369594947375,0.765915479472317,0.959039440907447,TRUE
"MDD_vs_Control","MDD","Control","unadjusted","PRSice_SCZD_Pt_0.1","PRSice","SCZD","0.1",0.1,79,39,40,0.566025641025641,-14.3500236780462,-16.26991523125,1.91989155320385,0.278589930102523,0.289009165892564,0.234769111019006,1.2310357382116,0.218309498116151,1.33510396589194,0.842705026298416,2.11521534120905,0.355303899818271,0.959039440907447,TRUE
