disorder	score_x	method_x	threshold_x	score_y	method_y	threshold_y	n	pearson	spearman	z_rmse
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_0.0001	PRSice_C+T	1e-04	119	0.588031303105416	0.498782224754309	0.903888018586307
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_0.001	PRSice_C+T	0.001	119	0.511936793633363	0.508175473579262	0.983831118520414
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_0.01	PRSice_C+T	0.01	119	0.4402652383286	0.399416037601481	1.05359490147967
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_0.05	PRSice_C+T	0.05	119	0.404264464507101	0.381655034895314	1.08694926700594
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_0.1	PRSice_C+T	0.1	119	0.401492439586803	0.379112662013958	1.08947518109924
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_0.5	PRSice_C+T	0.5	119	0.398648389691931	0.379646773963823	1.09206065347263
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	PRSice_BPD_Pt_1	PRSice_C+T	1	119	0.402513451649302	0.385215781227745	1.08854550018491
BPD	Shizhong_BPD_Pt_1e-08	Shizhong_C+T	1e-08	GraphPred_BPD	GraphPred_bcftools	NA	119	0.549630660016957	0.499871813132033	0.94507642408502
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	119	0.794026567159984	0.732317333713146	0.639128412224783
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	119	0.685673249465282	0.611216350947159	0.789538281870766
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	119	0.544075866014613	0.512875658738072	0.950886784787561
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	119	0.468437265021384	0.486697918206722	1.02673835151834
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.01	Shizhong_C+T	0.01	119	0.462232139881503	0.446752599344823	1.03271370908925
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.05	Shizhong_C+T	0.05	119	0.463418567239988	0.470680814698761	1.03157388983025
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.1	Shizhong_C+T	0.1	119	0.456482183785257	0.450358480058126	1.03822005336816
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.2	Shizhong_C+T	0.2	119	0.431008989907431	0.428065802592223	1.06227074988721
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.3	Shizhong_C+T	0.3	119	0.420322094646573	0.433727389260789	1.07220022612504
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.4	Shizhong_C+T	0.4	119	0.407545430008884	0.421449935906566	1.08395199170375
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.5	Shizhong_C+T	0.5	119	0.417094874982856	0.433841333143427	1.07518069422962
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.6	Shizhong_C+T	0.6	119	0.430400108863997	0.451509756444951	1.06283896939186
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.7	Shizhong_C+T	0.7	119	0.430034357855222	0.450129789668819	1.06318014926904
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.8	Shizhong_C+T	0.8	119	0.432509143244374	0.453974601151911	1.0608694792731
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_0.9	Shizhong_C+T	0.9	119	0.431550950232688	0.450334710155249	1.06176472628936
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	Shizhong_BPD_Pt_1	Shizhong_C+T	1	119	0.431184090167034	0.448984024632657	1.06210728667505
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_5e-08	PRSice_C+T	5e-08	119	0.85956303454038	0.832773109243698	0.527743920652303
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_1e-06	PRSice_C+T	1e-06	119	0.813493893105011	0.768722404215924	0.60817567969426
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_0.0001	PRSice_C+T	1e-04	119	0.666586587075984	0.587722546645777	0.813156343562664
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_0.001	PRSice_C+T	0.001	119	0.561495131980399	0.560653753026634	0.932544854859318
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_0.01	PRSice_C+T	0.01	119	0.512400076401894	0.474084888192565	0.983364068134017
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_0.05	PRSice_C+T	0.05	119	0.483748416117928	0.483364193134881	1.01184320453124
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_0.1	PRSice_C+T	0.1	119	0.480547202398822	0.482153539381855	1.0149755150165
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_0.5	PRSice_C+T	0.5	119	0.458689853752719	0.465261358780801	1.03610937790264
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	PRSice_BPD_Pt_1	PRSice_C+T	1	119	0.465295918968015	0.477545933627688	1.02976771111418
BPD	Shizhong_BPD_Pt_1e-07	Shizhong_C+T	1e-07	GraphPred_BPD	GraphPred_bcftools	NA	119	0.625247552379528	0.598262355789774	0.862094272557668
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	119	0.822111277958209	0.833342828656887	0.593959356911491
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	119	0.685051682170611	0.699772112234725	0.790318534908317
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	119	0.553475446823081	0.573566040390527	0.941033735853678
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.01	Shizhong_C+T	0.01	119	0.48186490420537	0.493661871528272	1.01368734761699
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.05	Shizhong_C+T	0.05	119	0.535741474218825	0.561586668565731	0.959538632501843
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.1	Shizhong_C+T	0.1	119	0.552123993910244	0.563711884240438	0.942456728102713
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.2	Shizhong_C+T	0.2	119	0.522918873485713	0.528542942600769	0.97269937947706
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.3	Shizhong_C+T	0.3	119	0.507165767291067	0.519106964819826	0.988628108611647
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.4	Shizhong_C+T	0.4	119	0.498590909974923	0.511764705882353	0.997191624774456
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.5	Shizhong_C+T	0.5	119	0.501334744375721	0.513082182025353	0.994459442402054
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.6	Shizhong_C+T	0.6	119	0.510272056347285	0.52384275744196	0.985507567481532
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.7	Shizhong_C+T	0.7	119	0.50456375889843	0.519728385305906	0.991234494299319
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.8	Shizhong_C+T	0.8	119	0.504313641960304	0.520047927731788	0.991484671045932
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_0.9	Shizhong_C+T	0.9	119	0.505050619755599	0.518273750178037	0.990747335858091
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	Shizhong_BPD_Pt_1	Shizhong_C+T	1	119	0.504980534490039	0.518735857092521	0.990817478720174
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_5e-08	PRSice_C+T	5e-08	119	0.733328971464624	0.695912263210369	0.727227743588587
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_1e-06	PRSice_C+T	1e-06	119	0.900233551389385	0.911871528272326	0.444810240648478
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_0.0001	PRSice_C+T	1e-04	119	0.735645304983103	0.708310781939895	0.724062465525655
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_0.001	PRSice_C+T	0.001	119	0.638698755342028	0.65440820395955	0.846481068595015
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_0.01	PRSice_C+T	0.01	119	0.557661014258739	0.542679105540521	0.936612888452109
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_0.05	PRSice_C+T	0.05	119	0.559511116185073	0.588819256516166	0.934652124114613
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_0.1	PRSice_C+T	0.1	119	0.556982645436456	0.584396809571286	0.937330805693748
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_0.5	PRSice_C+T	0.5	119	0.52491981091491	0.537971798889047	0.970657425241858
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	PRSice_BPD_Pt_1	PRSice_C+T	1	119	0.528298453305552	0.541290414470873	0.96719973960997
BPD	Shizhong_BPD_Pt_1e-06	Shizhong_C+T	1e-06	GraphPred_BPD	GraphPred_bcftools	NA	119	0.6557479694119	0.645826805298391	0.826267700423388
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	119	0.794944844528897	0.791511180743484	0.637702129374082
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	119	0.668919880463236	0.665978254484488	0.810306033123663
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.01	Shizhong_C+T	0.01	119	0.55911365259045	0.567718273750178	0.935073708453397
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.05	Shizhong_C+T	0.05	119	0.557887352825472	0.58314342686227	0.93637323204514
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.1	Shizhong_C+T	0.1	119	0.552535279354992	0.553845003452941	0.942023898750446
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.2	Shizhong_C+T	0.2	119	0.522964640379199	0.516472012533827	0.972652722321576
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.3	Shizhong_C+T	0.3	119	0.515695591798734	0.510625267055975	0.980035329218696
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.4	Shizhong_C+T	0.4	119	0.499571749765474	0.495271328870531	0.996215810776751
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.5	Shizhong_C+T	0.5	119	0.496703380117424	0.493590656601624	0.999066801092117
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.6	Shizhong_C+T	0.6	119	0.505036748956041	0.50286996154394	0.990761218450913
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.7	Shizhong_C+T	0.7	119	0.499862261110583	0.501365551084047	0.995926604471925
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.8	Shizhong_C+T	0.8	119	0.499477365734735	0.499826413308037	0.996309752746016
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_0.9	Shizhong_C+T	0.9	119	0.498609521195266	0.495378151260504	0.997173117805155
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	Shizhong_BPD_Pt_1	Shizhong_C+T	1	119	0.498518866822116	0.495569517719206	0.997263261138524
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_5e-08	PRSice_C+T	5e-08	119	0.645658378780052	0.620089730807577	0.838288685999551
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_1e-06	PRSice_C+T	1e-06	119	0.766923971716661	0.779482979632531	0.679878527675238
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_0.0001	PRSice_C+T	1e-04	119	0.816385045636959	0.788997293832787	0.603443405056792
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_0.001	PRSice_C+T	0.001	119	0.75177557622777	0.745185870958553	0.70162454952023
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_0.01	PRSice_C+T	0.01	119	0.66019987488964	0.663951004130466	0.820907621933356
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_0.05	PRSice_C+T	0.05	119	0.616523440990106	0.64765702891326	0.872071174752811
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_0.1	PRSice_C+T	0.1	119	0.596753800125148	0.61553909699473	0.894267942337745
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_0.5	PRSice_C+T	0.5	119	0.544742743435271	0.555775530551204	0.95019110218218
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	PRSice_BPD_Pt_1	PRSice_C+T	1	119	0.544992777183364	0.5518444666002	0.94993013712476
BPD	Shizhong_BPD_Pt_1e-05	Shizhong_C+T	1e-05	GraphPred_BPD	GraphPred_bcftools	NA	119	0.711766258979961	0.686127332288848	0.756057681321418
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	119	0.779017033521497	0.765355300804697	0.66200599205777
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.01	Shizhong_C+T	0.01	119	0.568518336319034	0.591169349095571	0.925046774328209
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.05	Shizhong_C+T	0.05	119	0.535483389671142	0.571471300384561	0.959805302550183
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.1	Shizhong_C+T	0.1	119	0.520952896622154	0.534260794022686	0.974701490167228
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.2	Shizhong_C+T	0.2	119	0.478007844346887	0.495499216635807	1.01745335711289
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.3	Shizhong_C+T	0.3	119	0.489062771901306	0.495755590371742	1.00662171439583
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.4	Shizhong_C+T	0.4	119	0.490451603435187	0.494345534824099	1.00525268193221
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.5	Shizhong_C+T	0.5	119	0.48587790239378	0.493619142572283	1.00975417191
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.6	Shizhong_C+T	0.6	119	0.49318046890224	0.498440393106395	1.0025572736173
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.7	Shizhong_C+T	0.7	119	0.49109871995337	0.500503847403285	1.00461415349546
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.8	Shizhong_C+T	0.8	119	0.489824048090887	0.499395562234737	1.00587152165267
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_0.9	Shizhong_C+T	0.9	119	0.489318972944087	0.495513459621137	1.00636930582541
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	Shizhong_BPD_Pt_1	Shizhong_C+T	1	119	0.4893398679328	0.495505423942889	1.00634871734721
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_5e-08	PRSice_C+T	5e-08	119	0.486950001641821	0.473992308787922	1.00870080185768
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_1e-06	PRSice_C+T	1e-06	119	0.603416088424163	0.6077624270047	0.886849788479916
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_0.0001	PRSice_C+T	1e-04	119	0.883257485455323	0.887480415895172	0.481168338548347
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_0.001	PRSice_C+T	0.001	119	0.771024993845596	0.762035322603618	0.673870679639381
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_0.01	PRSice_C+T	0.01	119	0.603200182703256	0.612811565304088	0.887091162226919
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_0.05	PRSice_C+T	0.05	119	0.598562646373795	0.632979632530979	0.892259973871393
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_0.1	PRSice_C+T	0.1	119	0.564340958559044	0.592244694487965	0.929513895638696
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_0.5	PRSice_C+T	0.5	119	0.524675229458301	0.543612021079618	0.970907250708148
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	PRSice_BPD_Pt_1	PRSice_C+T	1	119	0.52516582661515	0.535742771684945	0.970406069897713
BPD	Shizhong_BPD_Pt_1e-04	Shizhong_C+T	1e-04	GraphPred_BPD	GraphPred_bcftools	NA	119	0.621675152999388	0.626313915396667	0.866193565671841
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.01	Shizhong_C+T	0.01	119	0.754771837766383	0.761912052970964	0.697377116594044
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.05	Shizhong_C+T	0.05	119	0.65701641311027	0.683272830211933	0.824744047415742
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.1	Shizhong_C+T	0.1	119	0.624055131561946	0.646312108764308	0.863464727551675
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.2	Shizhong_C+T	0.2	119	0.587403525785716	0.613720648271604	0.904576450005172
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.3	Shizhong_C+T	0.3	119	0.576424964866349	0.59777203705414	0.916532139160322
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.4	Shizhong_C+T	0.4	119	0.58104795123313	0.596148333835751	0.911516805456759
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.5	Shizhong_C+T	0.5	119	0.578777415781703	0.596386904264769	0.913983477571264
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.6	Shizhong_C+T	0.6	119	0.58635906547487	0.602062744023786	0.905720663654554
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.7	Shizhong_C+T	0.7	119	0.585573563458082	0.602132542369611	0.906580235219065
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.8	Shizhong_C+T	0.8	119	0.585322015611165	0.603776541007481	0.906855330738471
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_0.9	Shizhong_C+T	0.9	119	0.586467411797341	0.601457416069562	0.905602036698515
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	Shizhong_BPD_Pt_1	Shizhong_C+T	1	119	0.58643287064372	0.602158539802563	0.90563985703819
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_5e-08	PRSice_C+T	5e-08	119	0.43575528227744	0.472593776873304	1.05783095575124
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_1e-06	PRSice_C+T	1e-06	119	0.519766891620143	0.5470170684688	0.975907307115313
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_0.0001	PRSice_C+T	1e-04	119	0.754470508564973	0.77169700131336	0.697805443369078
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_0.001	PRSice_C+T	0.001	119	0.916816504841837	0.917751954409577	0.406163696532439
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_0.01	PRSice_C+T	0.01	119	0.766034482954023	0.7751900996845	0.681174603554886
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_0.05	PRSice_C+T	0.05	119	0.725549047719735	0.751354421298765	0.737759638035183
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_0.1	PRSice_C+T	0.1	119	0.701110142066187	0.721063098318865	0.769906719616575
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_0.5	PRSice_C+T	0.5	119	0.645196417311844	0.664123102342426	0.83883495394087
BPD	Shizhong_BPD_Pt_0.001	Shizhong_C+T	0.001	PRSice_BPD_Pt_1	PRSice_C+T	1	119	0.649540427735844	0.659689965265903	0.833684033482431
