SAMPLE	BPD_BIP_2024.EUR_pgs_a0.5_b5e-08	MDD_MDD_2025_pgs_a0.5_b2e-08	SCZD_SCZ_2022.EUR_pgs_a0.5_b2e-07	PRSice_BPD_Pt_5e-08	PRSice_BPD_Pt_1e-06	PRSice_BPD_Pt_0.0001	PRSice_BPD_Pt_0.001	PRSice_BPD_Pt_0.01	PRSice_BPD_Pt_0.05	PRSice_BPD_Pt_0.1	PRSice_BPD_Pt_0.5	PRSice_BPD_Pt_1	PRSice_MDD_Pt_5e-08	PRSice_MDD_Pt_1e-06	PRSice_MDD_Pt_0.0001	PRSice_MDD_Pt_0.001	PRSice_MDD_Pt_0.01	PRSice_MDD_Pt_0.05	PRSice_MDD_Pt_0.1	PRSice_MDD_Pt_0.5	PRSice_MDD_Pt_1	PRSice_SCZD_Pt_5e-08	PRSice_SCZD_Pt_1e-06	PRSice_SCZD_Pt_0.0001	PRSice_SCZD_Pt_0.001	PRSice_SCZD_Pt_0.01	PRSice_SCZD_Pt_0.05	PRSice_SCZD_Pt_0.1	PRSice_SCZD_Pt_0.5	PRSice_SCZD_Pt_1
Br6471	-0.0385868	-0.292838	-1.18395	0.289065052	-0.640278209	1.18593033	3.55066434	3.0145566	5.32029342	8.32257524	2.43516865	3.1875292	-0.0869290561	-0.425584971	0.172357911	0.0724451111	-0.926588219	-3.69559074	-5.50840573	-9.98607845	-9.83109244	0.930462159	-0.106561224	-0.982394898	-1.00873018	3.25081982	-4.50628801	-13.6285021	-12.798328	-13.2748221
Br6489	-0.0414782	0.000834633	-0.136783	0.369137833	-0.0166730824	2.85929968	4.31371834	4.7846217	8.51078923	8.86740803	4.05154198	5.09747258	-0.234778341	-0.354629605	0.183455017	1.9070753	0.706580438	-0.431160421	-1.41691083	-4.96108205	-5.10563745	-0.457760015	-0.380807017	0.223503112	3.05798198	5.78159455	1.60164647	-5.61813534	-2.63533137	-2.5290478
Br6499	-0.610072	-0.0524616	-0.737295	0.235157519	-0.129223635	2.19655027	2.72468976	-4.83879062	-9.01625886	-7.79238959	-13.4500039	-13.046404	-0.0940217698	-0.459276707	0.217465882	1.29105334	1.33330275	1.55871279	0.547562328	-2.58624291	-2.52720787	1.59400963	1.71466396	0.0639705004	0.296464295	3.4798543	-2.15147147	-8.58295766	-15.248683	-13.531484
Br6529	-0.840328	-0.330808	-0.4445	-1.96904962	-2.20886305	-0.0467318878	-0.166192603	-8.43937441	-10.8856074	-12.9480344	-18.443524	-18.1009857	-0.670257325	-0.84573598	-0.341913263	0.0884503064	-1.13683636	-3.852215	-6.4320839	-10.3901159	-10.6999688	-3.36875936	-2.54676306	-3.87758415	-2.61788417	0.374485259	-2.05559853	-8.67421786	-7.73563542	-7.7741648
Br6588	-0.853413	-0.469068	-1.8871	-0.338174838	-1.33035798	2.04052545	1.15001373	-7.1709547	-9.05942455	-13.7402556	-23.3371814	-21.815592	-0.581352833	-0.613904541	-0.27220708	0.664286118	-2.01497224	-3.44178507	-5.59763035	-10.8794598	-10.6328901	-2.34645469	-3.66687965	-5.07798451	-9.11510873	-13.685474	-20.4019521	-29.1365415	-29.8064984	-30.0314871
Br8042	-0.253238	-0.109827	-0.666398	-0.122643207	-0.6156315	1.74881558	3.18782854	-0.0825420055	-0.340003116	0.216196186	-6.65982285	-5.09620865	-0.479399584	-0.516373054	0.0740985102	1.21736182	1.37388469	-0.0352044727	-2.0870662	-6.43450598	-5.73809574	-0.601842012	0.0690885867	-2.14415969	-1.9470753	-1.4960905	-6.23651964	-11.3209047	-12.2993621	-13.0084055
Br8073	-0.591309	0.0121089	-1.42201	-0.16639096	-0.636561111	2.50371218	3.35397018	1.11578961	1.6604827	1.9552264	-0.935254211	0.106180486	0.383746259	0.112275569	0.453266407	1.89591171	1.8535215	1.38531541	-0.730520472	-2.7341939	-2.77154555	-2.59319889	-2.32636501	-4.875424	-5.97206662	-10.090157	-14.092852	-17.6825431	-17.2423484	-17.2336468
Br8092	-0.647591	-0.236496	-0.535348	0.23618568	-0.359299212	2.1340153	2.79510008	-3.16749795	-5.53714823	-6.2251826	-10.2055876	-10.7594857	-0.226568434	-0.161703828	0.27335735	0.953966744	0.124157039	-0.695569654	-2.20918782	-6.07906457	-6.01890326	1.38064401	0.656325492	-0.576451265	-0.24836304	0.0348558227	-2.26307777	-8.41960247	-8.82729603	-8.81726725
Br8100	-1.02121	-0.171748	-1.37837	-0.19097167	-1.1478015	0.669970312	-1.26061664	-8.74017338	-11.1669189	-12.4447676	-19.5511697	-19.0673816	-0.247099549	-0.507458111	0.099474838	1.37638079	1.60997154	1.65567053	0.583734881	-1.93330479	-1.6731123	-0.680817474	-2.08126245	-2.69680884	-2.17672767	-1.47136519	-7.54778793	-15.5045667	-19.7995561	-19.7612585
Br8104	-1.0148	-0.0277766	-1.63291	-1.21477396	-2.43412438	-0.483200263	-0.294576369	-2.62331706	-2.79351808	-2.35983392	-5.22323915	-4.27009017	-0.543199251	-0.652129927	-0.690626001	0.701749993	-0.257437019	-0.753164337	-1.75210641	-4.58447714	-3.9406551	-4.37307824	-4.62753668	-6.06432501	-6.6749958	-7.21324535	-12.8366404	-17.8206432	-19.7818983	-20.5897877
Br8127	-0.81781	-0.250386	-1.68943	-1.64489315	-2.49600017	0.404812263	-0.944979418	-7.68053819	-9.49737921	-10.891215	-20.6100377	-18.7269084	-0.408302311	-1.05048572	-0.673225857	0.0734166611	0.608518517	-0.899654415	-1.87230304	-5.32715742	-4.82965296	-6.10000968	-6.60238377	-8.41191655	-8.63882701	-1.39577577	-0.469769427	-6.39512283	-8.84266916	-8.36620044
Br8134	-0.476638	-0.0525351	-0.57833	0.172709566	0.0864628925	1.837	0.631092569	-5.83184661	-4.47380179	-2.94417235	-8.89593541	-6.97891881	-0.212943219	-0.301003813	-0.35392698	1.06207724	0.776883471	-0.227814875	-0.736921907	-4.72647704	-4.91911541	1.41901067	1.53285862	-0.898012944	-1.29769472	0.0602161176	-2.942456	-9.15673122	-13.1448338	-13.6458328
Br8136	-0.430345	0.239465	-1.42741	-0.408526441	-1.17557694	2.24767048	3.52518234	-0.671277459	-2.6764326	-4.16509668	-11.8383023	-10.3317228	-0.0684599851	-0.19688407	0.307969427	1.39645356	1.97064875	2.65322851	1.51045114	-1.2233539	-1.30235602	-1.68810692	-2.07948177	-4.782958	-4.45239644	-3.63336147	-10.7085655	-17.4201604	-21.7668316	-20.9489169
Br8158	-1.00577	-0.247531	-1.34537	-1.08943718	-2.45678537	-0.289615675	-0.50120647	-8.97140957	-12.2211052	-14.0556286	-17.4513759	-16.6593969	-0.0716840345	-0.410221498	-0.778406309	0.0388027422	-0.00289183616	-1.65122501	-3.46400782	-5.98057777	-5.82552194	-1.71505263	-2.04522179	-4.49374801	-4.93992485	-6.12271241	-10.3747319	-16.3884701	-26.6624683	-26.5952294
Br8210	-0.0671967	0.19154	-0.332378	0.175013657	-0.586273973	3.18343879	3.01552373	-0.997954705	6.75402036	5.72312231	2.56425588	3.20121242	0.050684878	-0.00964726	1.58981923	3.02454981	4.61746578	4.28775035	3.72071505	0.0839164921	0.434283687	-1.39448087	-1.21114168	-1.57991993	0.85045946	8.14924223	4.52393998	0.931912295	4.61633592	4.61035538
Br8218	-0.211252	0.235746	-1.28762	0.396605062	0.0738824624	3.78934047	4.24191518	2.6476388	0.438844798	2.12342735	-7.15543815	-5.37293299	1.14121824	1.1272798	3.0805888	4.75361803	3.62407431	2.10489791	1.16312648	-2.11294533	-1.9353655	-0.254326575	-0.42948662	-1.83108652	-1.92888935	-2.17515163	-9.43473042	-15.2649409	-12.7819065	-12.2374901
Br8221	-0.367245	0.15166	-1.22428	0.526614532	0.48211736	3.57052469	3.88794234	-2.35108291	-3.0299585	-3.05985494	-12.9434187	-12.0784724	0.790526331	0.436791598	1.59167676	3.34164649	2.28897427	1.42594064	0.194315915	-2.14934708	-1.73299513	-0.591113844	-1.76500929	-1.87517909	-3.98817732	-2.40156552	-10.1845902	-16.1975589	-16.1279872	-15.340328
Br8237	-0.370257	0.0194257	-1.03211	-0.0834196522	-1.11668072	1.6550589	2.07142059	-2.63229782	-6.00040296	-6.13709257	-8.84519606	-7.79311114	-0.0585294412	-0.345410535	1.02327391	2.1779521	0.936532358	1.75027826	0.845881769	-2.37428277	-2.05695403	0.756974093	0.599115955	-2.18801038	-0.469370593	0.0992387882	-3.41451413	-9.7450442	-11.5173624	-10.6383737
Br8325	-0.513417	-0.0509769	-2.0044	-1.29380768	-2.20916548	2.71366307	2.7253904	-0.357429522	-0.403102186	-1.94310567	-10.0215031	-9.91525827	-0.0364972337	-0.0242021122	0.280179138	1.46200316	1.55088169	1.12246412	-1.05263703	-5.00927544	-4.96431229	-5.67146467	-5.8302767	-8.26763013	-8.5276703	-7.80476605	-14.8862547	-22.2092429	-22.5341013	-22.7286761
Br8404	-0.0434408	-0.0123443	-0.856512	0.447278258	0.172665424	4.32559685	6.63346756	3.9232503	4.11737117	1.65989868	-6.743905	-5.55616303	0.542928122	0.713541162	2.19005536	3.53097877	2.69587855	0.190674244	-1.66321806	-5.54039945	-5.11886564	0.3995955	0.238129453	-1.73996524	-3.22928016	-4.6676529	-10.6620864	-17.4924414	-18.161872	-17.9915622
Br8433	-0.313787	0.00164462	-1.69124	-0.690606306	-1.07621325	3.77224529	3.18838882	-2.72768744	-0.846528415	-2.0324221	-7.20344642	-6.75300134	-0.503666971	0.00410011569	1.00645866	2.40231172	2.44116021	2.73295082	1.52246398	-1.71660769	-1.72576094	-3.96375788	-5.44086175	-8.79875698	-8.20865477	-5.16386826	-13.518327	-19.7531441	-17.4480695	-17.5488434
Br8485	-0.511485	-0.0320056	-0.982043	-0.314669303	-0.822897917	2.15958144	2.9064907	-1.83229815	-1.68809136	-0.0856249306	-6.57364323	-5.1236659	-0.200937412	-0.476981431	0.0950175349	1.17878817	1.18687482	-0.487629881	-0.178792644	-2.73221149	-2.64707475	-1.29299101	-1.10773562	-1.37720447	0.428679699	3.05696529	2.79732393	-2.72186254	-4.43782948	-3.88213508
Br8492	-0.689301	-0.178872	-1.39848	-0.169994492	-0.732109444	1.56353892	0.399635854	-3.84067177	-5.17522037	-7.74711201	-15.3153408	-14.3154939	-0.108954001	-0.305806174	0.452528198	1.35162997	0.217088993	-1.17943074	-2.43667672	-6.19427062	-5.97174936	-1.51679094	-2.35974935	-5.33922098	-9.32841063	-10.5974777	-19.3149245	-25.7742282	-25.4567546	-24.1733051
Br8600	-0.737661	0.224908	-0.609508	0.122431547	-0.546889371	1.23020151	1.28080966	-1.09510743	-8.39051983	-7.97200376	-13.8081898	-13.0473839	0.231651284	0.583767673	1.52031597	3.70561345	3.19282771	2.53923352	0.805905304	-3.44686813	-3.07520951	1.08509344	0.000364600392	-0.284924105	0.643410057	0.012302718	-10.3434581	-15.7168371	-22.0336376	-22.2058015
Br8665	-0.631156	-0.00856619	-1.63147	-0.342056649	-1.50739532	2.59590263	1.8924868	-2.94505454	-3.73916173	-4.62922768	-11.0140719	-9.08089254	-0.317280264	-0.413962096	0.184949261	1.8508381	1.56142298	1.96258763	1.02800911	-0.154180704	0.239010938	-1.55239393	-1.70935844	-5.17655593	-4.77227113	-5.81558327	-12.2292894	-19.0219197	-22.7290921	-20.9965293
Br8667	-0.736576	-0.0785768	-0.666099	0.0395309718	-0.727785401	1.52894135	2.02577429	-3.41267458	-6.17554501	-7.14732038	-14.9654311	-13.5672585	-0.23334583	-0.349447627	0.164344353	0.356543537	-0.702736612	-0.727543351	-2.18613301	-5.60463391	-5.51060108	1.19308002	0.264886061	-2.68270765	-3.62379757	-2.92580921	-10.0715885	-17.4481162	-19.5569233	-19.2376219
Br8677	-1.09692	-0.0604995	-2.32981	-2.21684334	-3.2957961	-1.25018611	-1.28861284	-8.64409376	-10.3889572	-11.9695078	-18.1776779	-18.4339445	-0.706518596	-0.755439591	-0.0730338816	0.670246262	-1.6143372	-2.39447958	-4.44045195	-7.03854626	-7.06638246	-6.25618636	-6.59502388	-7.54950227	-8.5411189	-8.50512834	-16.5525593	-25.2626982	-31.4931076	-31.5863602
Br8741	-0.127639	-0.215047	-0.117977	0.632504724	0.258970343	3.47177242	3.45117897	1.379838	1.91535745	1.27903865	-3.69742887	-2.83660229	-0.0322318349	-0.21334222	0.799554019	1.93750271	-0.229717691	-1.44190792	-2.06458657	-5.81431893	-5.53589405	1.33405337	1.25372851	-1.2990503	-0.197265926	1.37974183	2.68521008	-1.26259718	-3.12475833	-2.40150188
